filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Ecological,Flexibility,Evolutionary potential,3,High genetic diversity (Parrondo et al. 2022 FMS) in combination with high larval connectivity (Queiroga et al. under review MEPS) are likely to lead to at least a moderate capacity for evolutionary potential,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Ecological,Organization,Ecosystem connectivity,4,The only barrier I can think of are ocean currents might act as a barrier - higher probability of dispersal to the north and east than to the south and west (related to downwelling and SW winds) (Queiroga et al.); but strong connectivity,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Ecological,Organization,Population modularity,3,Sessile aggregates separated by areas where they are absent or at very low densities,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Assets,Wealth and reserves,3,Moderate access to the capital a TURF might need - (the fishery is a region of upper-middle income category following World Bank),NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Response to 2.2.3.1 may be informative in shaping the response to this attribute.,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Assets,Economic diversity,2,"Usually the extraction of barnacles combined with license for other small scale resources (although this is better capture in the attribute ""mobility"" below). In Galicia, barnacle fishers do not usually engage in other economic activities outside the fishing sector and some fishers rely exclusively on barnacles (although not the majority of them)",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Assets,Social diversity,2,"Not too much social diversity in the TURFs, although some diversity from some TURFs to others",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Flexibility,Flexible and agile infrstructure,3,TURFs have their own market/surveillance guards which allows for quickly responses to predictable and unpredictable changes in the system,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Flexibility,Mobility,3,"No option to harvest the resource beyond TURF boundaries. However, TURFs are usually subdivided in different zones, and depending on weather/market/stock status, fishers harvest on one zone or another inside the TURF. Also, most fishers have licenses for other resources, so they are eligible to change gear/species within TURF boundaries per day (this is a critical aspect of the fishery)",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Flexibility,Economic opportunity,2,Many TURFs in isolated geographic areas where the access to multiple and new opportunities is limited,NA,NA,B - limited data/information and expert judgement,low,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Flexibility,Resilience mindset,3,"Fishers/managers embrace change and recognize complexity, uncertainty to an important extent",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Flexibility,Place attachment,4,"Traditional activity, many times with familiar tradition, based on fisher´s associations that come from the Middle Ages. In many cases in isolated small coastal towns. High connection between fishers - place.",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Organization,Social capital,4,High social capital (Aguion et al. 2022 Ambio),NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Organization,Technology transfer,2,Traditional fishery - unknown environmental information,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Organization,Modular infrastructure,2,"No real options to freeze the product, canning or export (it is only consumed in Spain and Portugal). In 2005-10, a project was developed to produce canned barnacles and canned barnacle pate - but limited commercial success.",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,http://thekey.farnet.eu/library/goodpractices/FARNET_GP007_ES07_EN_Commercialisation-goose-barnacles-products.pdf,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Learning,Knowledge diversity,3,"Local knowledge very important, but limited scientific information. However, the different set of actors involved in the management process (in 2.4.8.1) have a diverse set of knowledge that is included in the management plans.",NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.

",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Learning,Knowledge access,4,"Public availability of daily kg sold and revenues by TURF from 2001 (www.pescadegalicia.gal). Data in an easy format to download for analysis. Also, a brief summary of the management plan can be seen for each TURF (number of licenses, individual quotas) for the last 10 years. SIGREMAR (cartograhic tool) with the banks and length from each TURF (http://ww3.intecmar.gal/Sigremar/). Option to established a collaboration with the regional government where they confidentially share more detailed effort/management data for research purposes. Many TURFs/fishers willing to collaborate and share their local knowledge.",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Learning,Learning capacity,4,High learning capacity in the TURFs,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Socio-economic,Agency,Agency,3,Aguión et al. 2022 Ambio,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.

",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Flexibility,Responsive,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Participatory,4,"Participation is not just seen to achieve predetermined objectives, but as a right. Participation in management and decision-making, but also in control and surveillance (and other daily activities). Particularly important in spatially structure resources where assessment needs a higher degree of spatial detailed than pelagic fisheries (so detailed that is usually too costly or technically unachievable). In these systems participation at all stages is key, allowing no-state actors to bring broad qualitative information spatially-explicit that tends to be more important than no-spatial quantitive data.
See Aguión et al. 2022 Ambio",NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.3.1 and 2.3.4.1 may be informative in shaping the response to this attribute.

",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Equitable and inclusive,3,"Members of the TURF are usually from the local area, potential inclusion of marginalized/disadvantage individuals. However, it is masculinized fishery and the women that participate do not usually count with additional harvesting licenses - incrementing their vulnerability to unpredicted changes in comparison to men (who usually count with different licenses)",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Response to 4.3.1.3 may be informative in shaping the response to this attribute.,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Accountable,2,"Strong legislation mandates, but those who violate them are not always accountable. Poaching is one of the main problems of the fishery (external and internal). Violators are not always held accountable, and there is an overall feeling among fishers and managers that penalties are relatively trivial",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Transparent,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Effective and efficient,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Polycentric,4,"Different governance levels (community TURF, local administration, regional administration). National administration that also decides on important aspects of the fishery such as the retirement rules",NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.

",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Organization,Cross-scale integration,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.

",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Learning,Adaptive,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses in S5 may be informative in shaping the response to this attribute.

See response 3.2.1.1",Galacia stalked barnacles
Primary_Updated_Aguion_Barnacles_Case Study.xlsx,Aguion,Governance,Agency,Leadership and initiative,3,"Heterogeneous leadership among TURFs, overall moderate leadership",NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Galacia stalked barnacles
Schmidt_case study template.xlsx,Schmidt,Ecological,Assets,Population abundance,2,NA,NA,NA,B - limited data/information and expert judgement,high,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Assets,Age structure,3,NA,NA,NA,B - limited data/information and expert judgement,low,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Assets,Genetic diversity,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Assets,Species diversity,2,NA,NA,NA,A - adequate and reliable data/information,low,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Adult mobility,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Larval dispersal,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Environmental niche breadth,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Dietary flexibility,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Habitat diversity,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Plasticity,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Flexibility,Evolutionary potential,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Organization,Ecosystem connectivity,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Ecological,Organization,Population modularity,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Assets,Wealth and reserves,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,Response to 2.2.3.1 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Assets,Economic diversity,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Assets,Social diversity,4,NA,NA,NA,B - limited data/information and expert judgement,high,no,"Not necessarily in this context as groups are distintc and xseparate and the diversity is on a country level, not on a community level",NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Flexibility,Flexible and agile infrstructure,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Flexibility,Mobility,4,NA,NA,NA,B - limited data/information and expert judgement,high,no,There are several modes of mobility. Individual fisher and boats can be mobile in selecting their fishing grounds and landing sites to a certain extent. In addition there is quite some migration within Senegal as well as between Senegal and neighbouring countries.,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Flexibility,Economic opportunity,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Flexibility,Resilience mindset,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Flexibility,Place attachment,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Organization,Social capital,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Organization,Technology transfer,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Organization,Modular infrastructure,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Learning,Knowledge diversity,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Learning,Knowledge access,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Learning,Learning capacity,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Socio-economic,Agency,Agency,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.",Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Flexibility,Responsive,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Participatory,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,Responses to 2.3.3.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Equitable and inclusive,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Response to 4.3.1.3 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Accountable,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Transparent,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Effective and efficient,2,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Polycentric,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Organization,Cross-scale integration,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Learning,Adaptive,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,low,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Senegalese small pelagics
Schmidt_case study template.xlsx,Schmidt,Governance,Agency,Leadership and initiative,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Senegalese small pelagics
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Assets,Population abundance,3,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Assets,Age structure,3,Compare age structure from 1990s and 2010s.,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Assets,Genetic diversity,2,Inoue et al. (2007) finds no genetic differentiation. https://doi.org/10.1111/j.1444-2906.2007.01367.x,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Assets,Species diversity,2,Decline abalone and other important shellfish species.,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Adult mobility,1,1 or 2.,NA,NA,A - adequate and reliable data/information,high,no,"This is a TURF, and changes in location of adult lobsters mean missed fishing opportunity.",NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Larval dispersal,3,"Kuroshio current plays a major role in larval dispersal --  eggs are transported to Western Pacific, near Mariana islands. Phyllosoma are transported back on Kuroshio current to settle on the Pacific ocean side of Japan.",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Environmental niche breadth,2,"Settlement/recruitment is heavily influenced by Kuroshio current (abiotic factor). But, as a species, they may be ok... Thermal tolerance, feeding bottlenecks, pray?",NA,NA,A - adequate and reliable data/information,medium,yes,NA,"High, medium, low importance",Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Dietary flexibility,3,"Spiny lobster feed on various species, including sea urchins, shellfish, and seaweed.",NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Habitat diversity,2,Where do they live? Habitat they need are limitd but they do have that habitat. Talk to the group.,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Kathy's advice,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Plasticity,2,Mobility changes with water temperature. Also mobility changes with lunar light,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Flexibility,Evolutionary potential,1,Inoue et al. (2007) finds no genetic differentiation in P. Japonicus found in multiple Japanese coastal areas. https://doi.org/10.1111/j.1444-2906.2007.01367.x,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Genetic population level -- number of population, genetic diversity. Cannot imagine it can be ""high capacity"" Tight coupling.",Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Organization,Ecosystem connectivity,2,Dont move across different areas in the fishinng ground,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,Things to ask to answer this question: Will the climate change make the habitats more fragmented?,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Ecological,Organization,Population modularity,2,"1 or 2. Some years, Chiba gets more than others.",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Assets,Wealth and reserves,4,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,Response to 2.2.3.1 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Assets,Economic diversity,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Assets,Social diversity,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,low,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Flexibility,Flexible and agile infrstructure,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Flexibility,Mobility,1,NA,NA,NA,A - adequate and reliable data/information,high,NA,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Flexibility,Economic opportunity,3,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,NA,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Flexibility,Resilience mindset,4,NA,NA,NA,E - No data,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Flexibility,Place attachment,4,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,NA,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Organization,Social capital,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Organization,Technology transfer,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,NA,"This fishery seem to value traditional knowledge and skills over technology when it comes to fishing activities. But, they also express interests in new technologies (under water cameras and drones) to observe changes in their fishing grounds.",NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Organization,Modular infrastructure,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Learning,Knowledge diversity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Learning,Knowledge access,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Learning,Learning capacity,4,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Socio-economic,Agency,Agency,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.",Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Flexibility,Responsive,4,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Participatory,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,Responses to 2.3.3.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Equitable and inclusive,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Response to 4.3.1.3 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Accountable,3,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Transparent,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Effective and efficient,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Polycentric,2,or not applicable because this is a system that is community-based management,NA,NA,A - adequate and reliable data/information,low,NA,Only fishermen are involved in the decision making.,Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Organization,Cross-scale integration,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,low,yes,NA,Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Learning,Adaptive,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Japanese spiny lobster
Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx,Tokunaga,Governance,Agency,Leadership and initiative,3,NA,NA,NA,B - limited data/information and expert judgement,medium,no,NA,NA,Japanese spiny lobster
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Assets,Population abundance,2,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Some target species have healthy populations, but several target and bycatch species have populations that are experiencing overfishing and/or are overfished.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Assets,Age structure,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,"The stock status of bigeye tuna is of great conservation concern. The stock is threatened by overall exceedances of ICCAT quota and the use of fish aggregation devices by purse seine fleets targeting skipjack tuna, which also catch juvenile bigeye tuna, thus decreasing the spawning capability of the stock.",US Atlantic pelagic longline
