"filename","case_study","authors","topic","subsection","question_id","question","A","B","C","D","E","F","G","H","I","J","K","L","other","description","dont_know","not_relevant","info_quality","notes","extra","extra.1"
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.1.","2.3.1.1.","Within which jurisdiction(s) is the fishery contained?
A. One domestic regional jurisdiction
B. Multiple domestic regional jurisdictions
C. One coastal state
D. Multiple coastal states
E. Areas Beyond National Jurisdiction (ABNJ)
F. Other (please specify):","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","The system is within Wagu spiny lobster FMO.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.2.","2.3.2.1.","What laws, policies and practices exist concerning the fishery and are they upheld? (If you know them, or can easily look up, please list name of the statute and year in 'notes' column)
A. International Treaty
B. National
C. Regional (State, Province, Prefecture, etc.)
D. Municipal/Local
E. Community (Including formal and informal rules and practices. implemented by local cooperatives, sectors, and other organizations)
F. Other (please specify):",NA,"b","c",NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Fishereis Law (determines TURF rights), Fisheries Coop Law regulates the operations of FCA, Prefecture oversees  the TURF rights and implements fishing season/closures and legal size limit, FCA implements the TURF rights, Wagu lobster FMO impements voluntary regulations on gears, fishing days, etc.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.3.","2.3.3.1.","What is the nature of governance arrangements?
A. Top-down
B. Community-based (e.g. LMMA, TURF)
C. Co-management
D. Traditional/customary (e.g. ICCA)
E. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Goernmental agecies play a very small role (their primary role is conflict resultions) and pretty hands off in terms of management decisions. Thus, choosing B instead of C.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.4.","2.3.4.1.","Who is involved in governance?
A. Multinational fishery management body
B. National government agencies
C. Regional (State, Province, Prefecture, etc.) government agencies
D. Municipal/local government agencies
E. Individual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.5.","2.3.5.1.","Do Financial Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.5.","2.3.5.2.","Do Human Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","No stock assesment due to lack of financial resources alllocated to research institutions.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.5.","2.3.5.3.","Do Social Factors (trust, social networks) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Confer capacity for harvesters to participate in the governance system, limits capacity for government agecies to participate in the governance system.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.5.","2.3.5.4.","Does Scientific Competency confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Lack of scientific capacities (not having enough scientists with knowledge and capaities) to conduct stock assessment",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.5.","2.3.5.5.","Do Other factors (please specify) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA - Not relevant",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.6.","2.3.6.1.","Is power in the governance system related to religion, gender, ethnic origin, political party, language, race or sexual orientation?
A. Yes, please describe:
B. No",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Governance context","2.3.7.","2.3.7.1.","Do power relations cause tension within the fishery?
A. Yes, please describe:
B. No",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Not causing tensions but there are different opinions among fishers. These different voices are usually communicated and shared by the fishers.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.1.","2.4.1.1.","Does a management plan exist for this fishery?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fisheries Management Plan submitted by Wagu lobster FMO, but the plan is scietifically vetted.",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.2.","2.4.2.1","Who is involved in the management process?
A. Multinational fishery management body
B. National government agencies
C. Regional government agencies (State, Province, Prefecture, etc.)
D. Municipal/local government agencies
E. Idividual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.3.","2.4.3.0.","Who plays the following roles in the fishery management process?  Each may include multiple actors (2.4.3.1 - 2.4.3.5).(Please write response in 'describe' column.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Please leave this row empty.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.1.","Determining access and harvest rights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mie prefectural governor",NA,NA,"A - adequate and reliable data/information","This is determined by Fisheries Law. https://www.kantei.go.jp/jp/singi/tiiki/kokusentoc_wg/hearing_s/140819siryou02_2.pdf",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.2.","Determining harvest procedures and rules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wagu spiny lobster FMO",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.3.","Enforcing rules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mie prefectural government, Wagu spiny lobster FMO",NA,NA,"A - adequate and reliable data/information","Prefectural government enforces rules related to fishing season, access, and TURF rights. Wagu spiny lobster FMO enforces rules codified in their fishing code and can impose penalties and fees.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.4.","Monitoring fishery activity (e.g., catch)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mie Gaiwan FCA, Wagu spiny lobster FMO",NA,NA,"A - adequate and reliable data/information","We may count prefecture here, as the FMO is submitting annual landings information to the prefecture as part of their requirement for the fisheries management plan",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.5.","Providing scientific information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mie Prefecutre Fisheries Research Institute",NA,NA,"A - adequate and reliable data/information","But they are not currently doing much, aside from occasional size sampling",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga",NA,"2.4.3.","2.4.3.6.","Please add any other roles important to fisheries management in your case and indicate which actors play that role.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA - Not relevant",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.4.","2.4.4.1.","What are the tools used to control catch? (please check all that apply)
A. None specific to this fishery
B. Total allowable catch limit
C. Individual catch limit
D. Total allowable effort limit
E. Individual effort limit
F. Size limits
G. Spatial restrictions on fishing
H. Temporal restrictions on fishing
I. Gear restrictions
J. Species restrictions
K. Other (please specify):",NA,NA,NA,NA,"e","f","g","h","i","j",NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Based on the Wagu FMO code",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.5.","2.4.5.1.","What measures are taken to conserve habitats?
A. None specific to this fishery
B. Gear restrictions
C. Season closure
D. Year-round no-take zones
E. Seasonal no-take zones
F. Other (please specify):",NA,NA,"c",NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Based on the Wagu FMO code and interviews conducted (2016 - 2018) and personal communication.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.6.","2.4.6.1.","Are management enforced, and if so, how?
A. Not routinely enforced
B. Fines and penalty fees
C. Revocation of access and harvest rights
D. Social ostracism
E. Other (please specify):
",NA,"b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","B & C are desccribed in Wagu FMO code. Sccial ostracism seems not to be too severe, though there seemed to be no serious rule breakers. Also based on interviews (2016  - 2018)",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.1.","What fishery dependent data are collected to support management?
A. Landed volume
B. Discard volume
C. Landed value
D. Size
E. Other (please specify):",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,"No formal mechanisms to collect data to support management. Some fishers keep track of landed volume and number of undersized lobters  that were released back in water.",NA,NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.2.","Who collects and reports the fishery dependent data?
A. National government agencies
B. Regional (State, Province, Prefecture, etc.) government agencies
C. Municipal/local government agencies
D. Individual harvesters or harvester associations
E. Dealers, processors or their associations
F. Environmental NGOs
G. Community organizations
H. Other (please specify):",NA,NA,NA,NA,NA,NA,"g",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B - limited data/information and expert judgement","Information is reported as part of fisheries management plan but not used.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.3.","Are fishery-independent data (e.g., trawl survey) collected to support management?
A. Yes
B. No",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Based on interviews and personal communication with the prefectural staff and Mie Prefectural Fisheries Research Institute.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.4.","Who collects fishery-independent data?
A. National government agencies
B. Regional (State, Province, Prefecture, etc.) government agencies
C. Municipal/local government agencies
D. Idividual harvesters or harvester associations
E. Dealers, processors or their associations
F. Environmental NGOs
G. Community organizations
H. Universities and/or other scientific organizations
I. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,"h",NA,NA,NA,NA,NA,NA,NA,NA,"C - solely expert judgement; fairly confident","There are scientists who will come and collect data but they usually do not inform management.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.5.","How often are fishery-independent data collected?
A. Seasonal (2 ~ 4 times a year)
B. Annual 
C. Every 2 ~ 5 years
D. Undermined frequency
E. Other (please specify):",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C - solely expert judgement; fairly confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.6.","Are environmental data collected to support management?
A. No
B. Yes, in situ samples
C. Yes, from buoys
D. Yes, from remote sensing
E. Yes, other (please specify):",NA,NA,"c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B - limited data/information and expert judgement","Need to double check. FRA and National Weather Agency has data from the nearby offshore waters.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.7.","2.4.7.7.","Who collects and manages environmental data?
A. National government agencies
B. Municipal/local government agencies
C. Individual harvesters or harvester associations
D. Dealers, processors or their associations
E. Environmental NGOs
F. Community Regional (State, Province, Prefectures, etc.)
G. Universities and/or other scientific organizations
H. Other (please specify):","a",NA,NA,NA,NA,NA,NA,"h",NA,NA,NA,NA,NA,NA,NA,NA,"NA - Not relevant",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.8.","2.4.8.1.","What are the general types of information sources used to manage the fishery?
A. Local knowledge
B. Scientific observation
C. Stock assessment process
D. Other (please specify):","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.9.","2.4.9.1.","How is stock size tracked? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not tracked.",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.9.","2.4.9.2.","If stock assessments are in place, what types are used and who conducts them? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not in place.",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Management context","2.4.9.","2.4.9.3.","If stock assessments are not in place, are data synthesized in any manner to track stock size trends or status? If so, who conducts the synthesis? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No.",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.1.","2.5.1.1.","Has the system experienced any major shocks in the last 20 years (detrimental or beneficial)?
A. No shocks
B. Environmental shocks (e.g. coral bleaching event, marine heatwave, king tide flooding or sea level rise, predator or invasive species outbreaks, disease events, typhoon/hurricane/cyclones, earthquake/tsunami, volcano, pollution, oil spills, nuclear disaster)
C. Governance/management shocks (e.g. change in political/ruling party, change in fishery management structure, change in management approach)
D. Socioeconomic shocks (e.g. military conflicts, public health crises, recessions, major supply chain disruptions)
E. Other (please specify):",NA,"b",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","Tsunami -- minor but impacted -- and COVID-19 pandemic.",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.2.","2.5.2.1.","Please identify the most important shocks (of any type) experienced in the system that have shaped its current structure, status, and capacities. Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Price decline, aging population in the community that supports shoreside handling of the harvested spiny lobster",NA,NA,"B - limited data/information and expert judgement","Price decline has been happening since mid 1990s",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.3.","2.5.3.1.","What were the major impacts on natural (e.g., biological, oceanographic, coastal landscapes, habitat), human (e.g., economic, social, governmental), and coupled systems caused by the shock or shocks mentioned above? If multiple shocks occurred, please describe and be specific about which shocks caused which effects to the fishery or stock(s).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less people who can support the fishery",NA,NA,NA,NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.4.","2.5.4.1.","What actions were taken to alleviate such impacts, and who took (or contributed to) these actions? If multiple shocks occurred, please describe and be specific about which actions are associated with which shock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Changed management regime by expanding the scope and length of effort and revenue pooling",NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.5.","2.5.5.1.","Subsequently what happened to the natural, human, or coupled system?
A. Full recovery to the pre-shock state
B. Recovering towards the pre-shock state
C. Transformed to a different state but still providing valuable services
D. Transformed to different state but losing a majority of services
E. System still responding, outcome not yet known",NA,NA,NA,NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.6.","2.5.6.1.","What kind of changes do we observe in the natural, human, or coupled systems if we compare pre-shock state to post-shock state? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The shock was not a one time shock and was more like a gradual shock. Fishers are now reporting less lobsters in offshore and deeper waters.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Shocks and system response","2.5.7.","2.5.7.1.","Did experiences during this shock lead to changes that will enhance resilience to future shocks? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switch to effort and revenue pooling made the system more resilient, because they are able to undertake collective action more easily.",NA,NA,"C - solely expert judgement; fairly confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.1.","2.6.1.1.","What types of climate change projections are available for the system?
A. Global climate models only
B. Downscaled regional projects
C. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B - limited data/information and expert judgement","https://ccsr.aori.u-tokyo.ac.jp/~hasumi/work/subject/warming/kuroshio.html",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.2.","2.6.2.1.","What time frame is most relevant to this case study, for which projections are available within your consideration?
A. Projections to 2050
B. Projections to 2100
C. Interdecadal variability
D. Interannual variability
E. Other (please specify):","a","b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","http://nrife.fra.affrc.go.jp/seika/ondankataisaku/4.pdf",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.3.","2.6.3.1.","What are the key limitations of available climate projections in the context of this case study? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The scale of the projection may be to coarse and may not reflect the changes in SST caused by the changes in Kuroshio current path.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.4.","2.6.4.1.","Which of the following climate disturbances are projected to alter the future of the fishery and surrounding ecosystem?
A. Ocean warming
B. Ocean acidification
C. Frequency and/or severity of coral bleaching
D. Frequency and/or severity of marine heatwaves
E. Frequency and/or severity of extreme El Nino-Southern Oscillation events
F. Frequency and/or severity of large storm events
G. Ocean cooling
H. Loss of sea ice
I. Sea level rise
J. Increase or decrease in upwelling
K. Changes in ocean current patterns
L. Other (please specify):","a","b",NA,NA,NA,NA,NA,NA,"i",NA,"k",NA,NA,NA,NA,NA,"B - limited data/information and expert judgement","https://www.data.jma.go.jp/gmd/kaiyou/shindan/b_2/kuroshio_flow/kuroshio_flow.html",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.5.","2.6.5.1.","How is climate change expected to affect physical conditions (e.g. water chemistry, habitat availability or quality, primary productivity) in the system? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The oceanic CO2 concentration is lower than the atmopheric CO2 concentration in the Northeast Pacific. The oceanic CO2 concentration will rise gradually overtime.",NA,NA,"B - limited data/information and expert judgement","https://www.data.jma.go.jp/gmd/kaiyou/data/shindan/sougou/pdf_vol2/sougou_1_vol2.pdf",NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.6.","2.6.6.1.","How is climate change expected to affect the species that are the focus of this fishery case (e.g. abundance, distribution, phenology)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ocean acidification is shown to impact larvae development in many lobster species. The same thing could apply to Japanese spiny lobster. Ocean warming also will impact seaweed habitat.",NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.7.","2.6.7.1.","How is climate change expected to affect fishing opportunities and the fishery (e.g. yield, variability, effort)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease in abundance due to ocean acidification impacting larvae and ocean warming impacting seaweed habitat.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.8.","2.6.8.1.","How is climate change expected to affect social and economic conditions of individuals and communities (e.g. overall profit, profit distribution, trade mechanisms, societal effects (e.g. markets, migration, labor, consumption), harvest safety, infrastructure, or other livelihood opportunities)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease in total revenue. If the number of fishermen continue to decline due to aging, then individual-level revenue may not decrease.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.9.","2.6.9.1.","Will climate change and fishing interact in ways that could create negative or positive feedback loops for the natural, human, or coupled system? If so, how would these dimensions interact and in what direction? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Our recent market analysis indicates that the price is most responsive to inventory. Thus, maintaining the low level of cathc is important to maintain value of the species. In general, if the overall domestic annual catch is low, they are able to recieve higher price. However, if the center of the lobster fishery shift to the east (Chiba) Wagu's fishermen may not be able to receive the same level of revenue through a decline in catch not matched with an increase in price.",NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Tokunaga_JapaneseSpinyLobster_Case Study Template.xlsx","Japanese spiny lobster","Tokunaga","Climate projections","2.6.10.","2.6.10.1.","Are there any perverse incentives created by climate change? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO?",NA,NA,"E - No data/information; no basis for expert judgement",NA,NA,NA
"Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx","US Atlantic pelagic longline","Westfall","Biogeographic context","2.1.1.","2.1.1.1.","What is the physical context within which the fishery takes place? Check all that apply: 
A. Intertidal (e.g. beach, mangrove)
B. Estuary
C. Coastal/nearshore (e.g. lagoon, fjord, coral reef, archipelago)
D. Shelf
E. Deep sea (e.g. canyon)
F. Other (please specify):",NA,NA,"c","d","e","f",NA,NA,NA,NA,NA,NA,"Open ocean",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx","US Atlantic pelagic longline","Westfall","Biogeographic context","2.1.2.","2.1.2.1.","Which of the following contribute to primary productivity? 
A. Upwelling
B. Fluvial inputs/plumes
C. Sea ice
D. Vegetated habitats (e.g. salt marsh, mangroves, seagrasses, kelp forests)
E. Coral reefs
F. Other (please specify):","a","b",NA,"d","e","f",NA,NA,NA,NA,NA,NA,"Cyclonic eddies and gyres lead to upwelling. In some cases, also anticyclonic eddies can have higher productivity than surrounding waters.",NA,NA,NA,"A - adequate and reliable data/information","The nutrient input from the Mississippi River can drive important seasonal primary producitvity in the central GOM, which can have implications for predator-prey relationship in the area, including further offshore.

The Sargasso Sea is a key area for higher seasonal productivity in the Atlantic Ocean, and may function as a spawning area for billfish and tunas (e.g. albacore) and as nursery for porbeagle shark.",NA,NA
"Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx","US Atlantic pelagic longline","Westfall","Biogeographic context","2.1.3. Species","2.1.3.1.","What is/are the focal species of the fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The primary target species are swordfish; bigeye tuna; albacore tuna; yellowfin tuna; dolphinfish",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx","US Atlantic pelagic longline","Westfall","Biogeographic context","2.1.3. Species","2.1.3.2.","What are the recent population trends (at a time scale relevant to focal species lifespan)?  (For a multispecies fishery, please generally describe types of population trends for groups of species in the ""describe"" column.)
A. Increasing
B. Stable
C. Declining
D. Threatened or vulnerable
E. Insufficient data",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock status of target species: 
swordfish -  Not overfished or experiencing overfishing;
bigeye tuna -  Overfished and experiencing overfishing;
albacore tuna - Not overfished or experiencing overfishing; 
yellowfin tuna -  Overfished but not experiencing overfishing;
dolphinfish - not assessed individually but believed to be abundant because they are highly productive and widely distributed",NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
